order_id,customer_id,order_date,status,region_code
465,243.0,2026-03-30 10:26:28,CANCELLED,EAST
466,492.0,2026-04-23 02:13:20,DELIVERED,NORTH
467,284.0,2025-10-27 20:12:35,PLACED,NORTH
468,294.0,2026-01-31 13:45:10,PLACED,EAST
469,108.0,2026-02-02 15:41:00,DELIVERED,SOUTH
470,212.0,2025-12-02 18:28:39,SHIPPED,SOUTH
471,95.0,2026-03-19 11:19:04,SHIPPED,NORTH
472,93.0,2025-08-01 04:26:48,PLACED,WEST
473,331.0,2026-05-03 11:54:57,PLACED,EAST
474,51.0,2025-12-31 07:24:44,DELIVERED,EAST
475,66.0,2026-02-25 07:24:11,DELIVERED,NORTH
476,461.0,2025-12-21 13:30:05,DELIVERED,EAST
477,356.0,2025-11-09 11:42:04,DELIVERED,EAST
478,491.0,19-11-2025 02:17:19,SHIPPED,SOUTH
479,365.0,2026-01-30 22:04:34,DELIVERED,SOUTH
480,348.0,2026-06-15 14:30:29,CANCELLED,WEST
481,184.0,2025-10-12 09:14:54,PLACED,SOUTH
482,331.0,2025-07-17 12:03:14,SHIPPED,SOUTH
483,135.0,2025-08-23 12:55:15,PLACED,NORTH
484,435.0,23-05-2026 01:19:37,RETURNED,WEST
485,394.0,2026-06-27 00:37:51,RETURNED,EAST
486,279.0,2025-09-20 22:12:04,SHIPPED,EAST
487,201.0,2026-02-05 14:20:05,DELIVERED,SOUTH
488,238.0,2026-03-04 08:18:30,DELIVERED,NORTH
489,340.0,2025-09-12 00:08:51,RETURNED,SOUTH
490,388.0,2026-04-21 06:11:04,SHIPPED,SOUTH
491,377.0,2025-11-16 22:58:58,PLACED,SOUTH
492,390.0,2026-03-13 03:13:44,DELIVERED,SOUTH
493,22.0,2026-01-04 07:26:07,DELIVERED,WEST
494,241.0,2026-04-05 06:23:37,PLACED,EAST
495,53.0,2026-05-31 04:29:12,DELIVERED,EAST
496,297.0,2025-11-26 10:33:32,CANCELLED,EAST
497,301.0,2025-10-22 21:46:44,RETURNED,EAST
498,193.0,2026-02-25 23:37:10,CANCELLED,EAST
499,419.0,2025-09-01 03:53:16,CANCELLED,NORTH
500,257.0,2025-09-09 11:06:32,SHIPPED,NORTH
